year,channel_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2019,"University, college or other teaching institution, research institute or think-tank","South of Sahara, regional",0.045,0.051042
2020,Donor Government,"Bilateral, unspecified",0.756221,0.776696
2020,Donor country-based NGO,Togo,0.070199,0.077652
2020,Developing country-based NGO,Azerbaijan,0.005698,0.006527
2020,Donor country-based NGO,South Sudan,0.490905,0.661396
2020,Donor country-based NGO,Ethiopia,0.684748,0.72118
2020,Donor country-based NGO,Uganda,3.262525,3.356875
2020,Donor country-based NGO,Jordan,11.445717,12.39743
2020,Developing country-based NGO,Colombia,1.943662,1.860892
2020,Donor country-based NGO,Tanzania,1.962682,1.959105
2020,Donor country-based NGO,Bolivia,0.332,0.337933
2020,Donor country-based NGO,India,4.437188,4.593517
2020,Recipient Government,North Macedonia,24.728799,25.415206
2020,Donor country-based NGO,Ukraine,1.264324,1.262833
2020,Donor country-based NGO,Nigeria,0.219275,0.219204
2020,Donor country-based NGO,Ghana,0.924256,0.931253
2020,Donor country-based NGO,"Africa, regional",0.758107,0.762284
2020,Donor country-based NGO,Kenya,10.885594,11.322705
2020,Donor country-based NGO,Philippines,0.921811,0.891695
2020,Donor country-based NGO,Brazil,0.336141,0.357379
2020,Donor country-based NGO,Peru,0.511922,0.527608
2020,Donor country-based NGO,Georgia,1.141165,1.156356
2020,Developing country-based NGO,Ukraine,0.186231,0.185454
2020,Donor country-based NGO,"South of Sahara, regional",2.784816,2.767173
2020,Donor country-based NGO,Guatemala,0.620588,0.707179
2020,International NGO,Mozambique,0.911681,0.904009
2020,European Commission - Development Share of Budget,Türkiye,0.759734,0.753341
2020,Donor country-based NGO,Albania,0.431181,0.42016
2020,Donor country-based NGO,Papua New Guinea,0.000251,0.000249
2020,Donor country-based NGO,Zimbabwe,1.565395,1.704848
2020,Donor country-based NGO,Bosnia and Herzegovina,0.86116,0.869201
2020,Donor country-based NGO,Belarus,1.082574,1.089207
2020,Developing country-based NGO,Bosnia and Herzegovina,0.571387,0.564438
2020,Donor country-based NGO,Armenia,0.762216,0.763179
2020,Donor country-based NGO,"Bilateral, unspecified",31.353726,32.827491
2020,Other,Afghanistan,82.6513,85.800366
2020,Donor country-based NGO,Egypt,0.56756,0.567735
2020,Donor country-based NGO,Moldova,4.614606,5.056223
2020,Donor country-based NGO,Sierra Leone,0.494823,0.506528
2020,Donor country-based NGO,Mozambique,0.749747,0.764002
2020,Recipient Government,West Bank and Gaza Strip,2.354339,2.315368
2020,International NGO,Burkina Faso,0.414891,0.412186
2020,Donor country-based NGO,West Bank and Gaza Strip,7.052097,7.425735
2020,Donor country-based NGO,Lesotho,0.134083,0.132803
2020,United Nations Children's Fund,"Europe, regional",1.341601,1.337647
2020,Recipient Government,Serbia,0.161036,0.131351
2020,Donor country-based NGO,Myanmar,1.529496,1.593612
2020,Donor country-based NGO,"Europe, regional",1.319495,1.308854
2020,Donor country-based NGO,Nepal,2.778793,2.868163
2020,Donor country-based NGO,North Macedonia,1.284701,1.270068
2020,Donor country-based NGO,Burundi,0.419424,0.419577
2020,Donor country-based NGO,Senegal,4.634715,4.483543
2020,Private sector in provider country,North Macedonia,0,0
2020,Other public entities in recipient country,Egypt,0,0
2020,Developing country-based NGO,Lebanon,0.569236,0.569005
2020,Other public entities in recipient country,Yemen,4.581973,4.709773
2020,Central Government,Niger,0.138441,0.144212
2020,Central Government,"Europe, regional",0.384426,0.411747
2020,Central Government,Algeria,0.053265,0.057051
2020,Central Government,Moldova,0.136474,0.146995
2020,Central Government,Namibia,0.054965,0.058871
2020,Central Government,"Middle East, regional",0.053032,0.056801
2020,United Nations Children's Fund,Georgia,0.503278,0.538958
2020,Central Government,Libya,0.046282,0.049571
2020,Central Government,Serbia,0.138629,0.138672
2020,Central Government,Kazakhstan,0.056681,0.06071
2020,Central Government,Cameroon,0.732091,0.818808
2020,Central Government,Ethiopia,12.129858,12.09646
2020,Central Government,Pakistan,0.069898,0.074866
2020,Central Government,Tunisia,30.773731,30.381484
2020,Central Government,Ukraine,0.151851,0.162643
2020,Local Government,Syrian Arab Republic,0.134244,0.143784
2020,Local Government,"Middle East, regional",0.002187,0.002342
2020,Central Government,Kosovo,0.044864,0.04781
2020,Central Government,Georgia,1.689484,1.706086
2020,Central Government,West Bank and Gaza Strip,60.705092,60.004026
2020,Central Government,Uzbekistan,0.07828,0.083844
2020,Central Government,"Bilateral, unspecified",14.778774,16.543973
2020,Central Government,Guinea,0.408864,0.426977
2020,Central Government,Somalia,0.03,0.032132
2020,Central Government,Tajikistan,0.460689,0.463064
2020,Central Government,Chad,0.01674,0.017929
2020,Central Government,Bangladesh,96.736315,95.52515
2020,Central Government,Bosnia and Herzegovina,0.478721,0.531826
2020,United Nations Children's Fund,Sudan,23.581666,23.619117
2020,United Nations Children's Fund,Myanmar,1.311,1.347566
2020,United Nations Children's Fund,Cambodia,2.798042,2.799066
2020,United Nations Children's Fund,"Bilateral, unspecified",15.649451,16.009248
2020,United Nations Children's Fund,Lesotho,1.602284,1.584851
2020,United Nations Children's Fund,Iran,0.108,0.111013
2020,United Nations Children's Fund,Ethiopia,6.2137,6.214733
2020,United Nations Children's Fund,Côte d'Ivoire,0.455,0.46769
2020,United Nations Children's Fund,Armenia,0.102,0.104845
2020,United Nations Children's Fund,Sao Tome and Principe,0.084,0.086344
2020,United Nations Children's Fund,Iraq,0.239,0.245666
2020,United Nations Children's Fund,Burkina Faso,0.536162,0.54301
2020,United Nations Children's Fund,Dominican Republic,0.228,0.23436
2020,United Nations Children's Fund,Guyana,0.341,0.350511
2020,United Nations Children's Fund,Azerbaijan,0.429,0.440965
2020,United Nations Children's Fund,Guatemala,0.493,0.50675
2020,United Nations Children's Fund,Gabon,0.102,0.104845
2020,United Nations Children's Fund,China (People's Republic of),1.002,1.029949
2020,United Nations Children's Fund,Sierra Leone,0.548,0.563284
2020,United Nations Children's Fund,Madagascar,1.099,1.129653
2020,United Nations Children's Fund,Tanzania,2.313744,2.366118
2020,United Nations Children's Fund,Mali,1.106,1.136848
2020,United Nations Children's Fund,Rwanda,0.559,0.574591
2020,United Nations Children's Fund,Brazil,0.404,0.415268
2020,United Nations Children's Fund,Zimbabwe,3.79547,3.838969
2020,United Nations Children's Fund,Ukraine,0.14,0.143906
2020,United Nations Children's Fund,Morocco,0.187,0.192217
2020,United Nations Children's Fund,Tajikistan,0.037,0.038032
2020,United Nations Children's Fund,Cuba,0.077,0.079147
2020,United Nations Children's Fund,Montenegro,0.250781,0.252662
2020,United Nations Children's Fund,Democratic Republic of the Congo,1.087,1.117318
2020,United Nations Children's Fund,Kosovo,0.101,0.103818
2020,United Nations Children's Fund,Niger,0.43,0.441993
2020,United Nations Children's Fund,Zambia,20.346409,20.262986
2020,United Nations Children's Fund,Nepal,0.341,0.350511
2020,United Nations Children's Fund,Egypt,0.381,0.391626
2020,United Nations Children's Fund,Uzbekistan,0.554,0.569451
2020,United Nations Children's Fund,Uganda,1.092092,1.088328
2020,United Nations Children's Fund,North Macedonia,0.13,0.133626
2020,United Nations Children's Fund,West Bank and Gaza Strip,1.190272,1.067017
2020,United Nations Children's Fund,Burundi,0.671,0.689716
2020,United Nations Children's Fund,Maldives,0.009,0.009251
2020,United Nations Children's Fund,Colombia,0.159,0.163435
2020,United Nations Children's Fund,Chad,0.203728,0.193765
2020,United Nations Children's Fund,India,3.624,3.725082
2020,United Nations Children's Fund,Guinea,0.175,0.179881
2020,United Nations Children's Fund,Mozambique,4.877547,4.918563
2020,United Nations Children's Fund,Bolivia,0.087,0.089427
2020,United Nations Children's Fund,Belize,0.047,0.048311
2020,United Nations Children's Fund,Viet Nam,0.24,0.246694
2020,United Nations Children's Fund,Ghana,3.581527,3.8596
2020,United Nations Children's Fund,Mexico,0.069,0.070924
2020,United Nations Children's Fund,Bangladesh,0.406,0.417324
2020,United Nations Children's Fund,Paraguay,0.052,0.053451
2020,United Nations Children's Fund,Algeria,0.135,0.138766
2020,United Nations Children's Fund,Peru,0.5328,0.60978
2020,United Nations Children's Fund,Fiji,0.452,0.464607
2020,United Nations Children's Fund,Guinea-Bissau,0.41,0.421436
2020,United Nations Children's Fund,El Salvador,0.132,0.135681
2020,United Nations Children's Fund,"South of Sahara, regional",30.98923,31.018596
2020,United Nations Children's Fund,Kenya,2.993623,2.996049
2020,United Nations Children's Fund,Indonesia,0.718376,0.748974
2020,United Nations Children's Fund,Eritrea,0.083,0.085315
2020,United Nations Children's Fund,Timor-Leste,0.233,0.239499
2020,United Nations Children's Fund,Gambia,0.128,0.13157
2020,United Nations Children's Fund,Kyrgyzstan,0.146,0.150073
2020,United Nations Children's Fund,Eswatini,0.003,0.003084
2020,United Nations Children's Fund,Thailand,0.224,0.230246
2020,United Nations Children's Fund,Mauritania,0.057,0.05859
2020,United Nations Children's Fund,Ecuador,0.104,0.1069
2020,United Nations Children's Fund,"South America, regional",0.028,0.028781
2020,United Nations Children's Fund,Jamaica,0.011,0.011307
2020,United Nations Children's Fund,Kazakhstan,0.264,0.271364
2020,United Nations Children's Fund,Comoros,0.176,0.180908
2020,United Nations Children's Fund,Serbia,0.032,0.032893
2020,United Nations Children's Fund,Costa Rica,0.077,0.079148
2020,United Nations Children's Fund,Angola,6.141006,6.080664
2020,United Nations Children's Fund,Honduras,0.006,0.006168
2020,United Nations Children's Fund,Yemen,48.728345,49.598674
2020,United Nations Children's Fund,Argentina,0.375,0.385459
2020,United Nations Children's Fund,Syrian Arab Republic,1.569866,1.278302
2020,United Nations Children's Fund,Philippines,0.077,0.079147
2020,United Nations Children's Fund,Haiti,1.879847,2.176027
2020,United Nations Children's Fund,Libya,2.47682,2.437573
2020,United Nations Children's Fund,"South Asia, regional",0.273,0.280614
2020,United Nations Children's Fund,Sri Lanka,0.305,0.313507
2020,United Nations Children's Fund,Malawi,0.426,0.437882
2020,United Nations Children's Fund,Bhutan,0.087,0.089427
2020,United Nations Children's Fund,Tunisia,0.22782,0.19506
2020,United Nations Children's Fund,South Sudan,0.034,0.034948
2020,United Nations Children's Fund,Lebanon,9.498528,9.618216
2020,United Nations Children's Fund,Togo,0.38027,0.341986
2020,United Nations Children's Fund,Cabo Verde,0.051,0.052422
2020,United Nations Children's Fund,Namibia,0.368,0.378265
2020,United Nations Children's Fund,Jordan,1.363365,1.156932
2020,United Nations Children's Fund,Albania,0.234,0.240526
2020,United Nations Children's Fund,Bosnia and Herzegovina,0.12,0.123347
2020,United Nations Children's Fund,Pakistan,2.696495,2.754334
2020,United Nations Children's Fund,Lao People's Democratic Republic,0.253,0.260057
2020,United Nations Children's Fund,Cameroon,0.43373,0.387157
2020,United Nations Children's Fund,Malaysia,0.001,0.001028
2020,United Nations Children's Fund,Nigeria,1.447,1.487359
2020,United Nations Children's Fund,Liberia,2.00817,1.993243
2020,United Nations Children's Fund,Papua New Guinea,0.036,0.037004
2020,United Nations Children's Fund,Congo,0.002,0.002056
2020,United Nations Children's Fund,Turkmenistan,0.037,0.038032
2020,United Nations Children's Fund,Senegal,0.33387,0.358324
2020,United Nations Children's Fund,"Middle East, regional",0.157,0.161379
2020,United Nations Children's Fund,Benin,0.043,0.044199
2020,United Nations Children's Fund,Botswana,0.2,0.205578
2020,United Nations Children's Fund,Panama,0.021,0.021586
2020,United Nations Children's Fund,"Far East Asia, regional",0.026,0.026725
2020,United Nations Children's Fund,Somalia,0.301,0.309396
2020,United Nations Children's Fund,Moldova,0.054,0.055506
2020,United Nations Children's Fund,Central African Republic,0.112,0.115124
2020,United Nations Children's Fund,Equatorial Guinea,0.001,0.001028
2020,United Nations Children's Fund,Mongolia,0.068,0.069897
2020,United Nations Children's Fund,Türkiye,0.91309,0.742991
2020,Central Government,Egypt,0.255922,0.26306
2020,Other public entities in donor country,Lebanon,0.080057,0.08229
2020,Developing country-based NGO,Tajikistan,0.251864,0.258891
2020,Developing country-based NGO,Uganda,0.349034,0.344371
2020,Other public entities in donor country,Egypt,0.032671,0.033582
2020,Other public entities in donor country,Algeria,0.005445,0.005597
2020,Other public entities in donor country,Montenegro,0.013613,0.013993
2020,Other public entities in donor country,Yemen,0.008316,0.008548
2020,International NGO,"Bilateral, unspecified",11.511185,13.040006
2020,"University, college or other teaching institution, research institute or think-tank","Bilateral, unspecified",6.186423,7.341152
2020,Developing country-based NGO,Thailand,0.443544,0.43102
2020,Developing country-based NGO,India,2.591447,2.674893
2020,Networks,"Bilateral, unspecified",0.751792,0.773607
2020,"University, college or other teaching institution, research institute or think-tank",India,1.668105,1.803716
2020,International NGO,China (People's Republic of),0.15,0.167923
2020,Developing country-based NGO,South Africa,0.881284,0.962967
2020,Other non-financial corporations,South Africa,0.048721,0.054543
2020,Donor country-based NGO,Cambodia,2.238419,2.251544
2020,Donor country-based NGO,Cameroon,0.599355,0.591716
2020,Donor country-based NGO,Colombia,0.517166,0.544192
2020,Donor country-based NGO,Madagascar,1.205674,1.180275
2020,Donor country-based NGO,Malawi,3.708909,4.294951
2020,Donor country-based NGO,Rwanda,1.755377,1.75972
2020,Donor country-based NGO,Zambia,1.061674,1.273423
2020,Donor country-based NGO,South Africa,1.455459,1.514176
2020,Donor country-based NGO,Honduras,0.370125,0.411802
2020,Donor country-based NGO,Mexico,0.595747,0.661823
2020,Donor country-based NGO,"America, regional",2.234215,2.243854
2020,International NGO,Serbia,0.175719,0.179395
2020,"University, college or other teaching institution, research institute or think-tank",Cambodia,0.110011,0.120006
2020,"University, college or other teaching institution, research institute or think-tank",Nepal,0.031949,0.032617
2020,"University, college or other teaching institution, research institute or think-tank",Uganda,0.042536,0.045263
